clip_id,original_reason,verdict,explanation
89b509a5-aa18-42ea-b3c3-42d20816a819,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
8acb4bfd-f55b-4619-94d4-3e6ca8198baf,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
8ad0b5c3-aebf-453b-a778-54d196f5c6bb,No Lidar rows,OUT_OF_SCOPE_not_downloaded,chunk 3143 not in selected_chunks
8b1e8df5-0d85-499b-9d11-1b96e138c56b,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
8b460f55-bb00-4e95-b012-2f0218673d39,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
8b8db807-ec09-42e6-aac8-40c685bf112d,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
8bbe2008-f4d0-409b-a643-3151a74197a2,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
8d76421d-728d-4e09-82a6-9fde0b952565,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
8e9d0549-795a-4ad7-ab99-861f6e608612,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
8f252344-82c2-4443-9965-5dcb5d18dfaa,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
8f37f03f-de6a-4eca-9752-bffe6e395f20,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
900afb2c-d3d3-4909-8372-ac553a2f7173,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
9069ff81-7ec3-4266-925c-2eb1e3d3e1bd,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
91ab3547-b6d9-4fd7-acae-100152027050,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
94c26b57-aacb-4a9a-8909-fb4e72deeb0d,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
9824d8f8-7249-4e11-87e0-3413089d6609,No Lidar rows,OUT_OF_SCOPE_not_downloaded,chunk 3135 not in selected_chunks
9973563c-21e4-4a44-9d51-d6251afaea3f,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
99b3c8cd-8c84-4acb-ac92-29d83799edd6,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
9a9407c3-16b4-4e7d-ac9a-668a94538da9,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
9ad871a1-d64c-415e-9e8f-b765f066940e,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
9c0ad946-2ae1-43d9-b265-c24fd067cbe6,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
9d9a3f12-2562-4fdd-8ba2-808168fc9c52,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
9e1cee20-a539-45b9-945e-627079a0de44,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
9ee4b72d-6bf4-4617-b07b-8bd477617b23,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
9f0cbbb5-1b85-4af8-b836-b47520baa818,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
a00fdaf2-3e5d-463f-95d3-9348b8bc0bdb,No Lidar rows,OUT_OF_SCOPE_not_downloaded,chunk 3145 not in selected_chunks
a0b98095-4d2c-4bef-840f-ddf3e201b149,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
a19e6b58-b0fa-4abc-a0c7-83520da92232,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
a3c23e28-e49a-42c2-9a1e-372d90059cad,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
a46c99f2-7e8c-41fa-bb78-ceea8435b325,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
a48259ba-09ec-41b0-adeb-706cc92e683d,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
a4ef5f3b-f1d7-4455-b717-a045b53adfc3,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
a59d0cca-7c34-4265-8bfd-c79d445d6759,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
a5fc1133-5e0b-4161-97ee-0bd5e3e64d22,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
a903aeb5-7c64-4471-869f-60f66693ea75,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
aa7c41d6-0446-486f-9990-f1529bf16be9,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
aae878ba-9df1-4e63-bf87-2cb2f0e48185,No Lidar rows,OUT_OF_SCOPE_not_downloaded,chunk 3134 not in selected_chunks
ae4810a3-53cc-4a8e-9c27-3e3be05f0334,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
ae74fb3c-5c1f-4d99-b7c9-7247d45f28cd,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
b484fdc9-0e81-45a0-b7b4-ec81f17d0740,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
b5eb9f0c-7d13-4a0b-b3b6-28ea7cdc2fda,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
b638ba8b-e47c-4a87-90e0-183ac9fb7ceb,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
bc05e6cf-a629-4098-ba97-855ea2eb4d62,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
bd1f9235-8dbd-4b67-bd90-b07c6a4d52c9,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
bdef8ab0-6a78-4340-aad3-c7846b1c835b,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
bf44ddaa-0765-4473-95c8-54cef6794645,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
bfb78f31-1dad-4cf9-9860-9f83d4ed6d64,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
c0497d13-4356-43d5-bfcc-35668acb6b34,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
c2666059-5858-4cc7-8a67-904d9d53976e,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
c5d527eb-de67-49f1-ba73-3bec798c707a,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
c64f3cac-69a1-4544-aade-79520839d01a,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
c9125995-5912-41df-a2a9-a79ef066ce50,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
cc69ea2e-1dc7-48cb-8a7b-f872dcf66abf,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
cd4d80f7-e7ca-4269-b423-abd75a52494f,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
cd8535bc-fee3-4796-b8a5-d32c97b9d1ea,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
cea4d689-c59d-4954-99c8-056a545c904c,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
cf8038c7-1f2d-406a-86de-384e76bf12ef,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
d09391da-50c5-4aa1-aa16-08ed9db3f395,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
d0f262ea-ae70-4903-8432-3009ec2d1908,No Lidar rows,OUT_OF_SCOPE_not_downloaded,chunk 3122 not in selected_chunks
d22a068a-2f1d-4e6b-9281-4632ec83c10e,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
d3ee04a6-39ca-48e9-9c55-4f2ee7f310ad,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
d4d040e5-2165-422a-bcef-4a0af1ba511b,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
d560092f-c1c2-410c-9cdc-7f3198ed0392,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
d7a9cec9-48ee-4220-9066-12430271e610,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
d9c47fb3-10be-4531-91ea-3db012cad148,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
daf7c6b3-0961-4b2e-a688-b2f49edd55bc,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
ddf76411-1eb5-4990-89d8-613447608845,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
de1a061f-6565-449f-ab07-769db8dce5e4,No Lidar rows,BY_DESIGN_no_lidar,NVIDIA feature_presence declares lidar absent
de539070-0329-40fa-8c5a-3991250e2b41,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
df94ff81-87c6-46ae-8e10-2d3cf4a0fe27,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
e0978de7-f400-4fa8-a932-ecf948ab51c3,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
e0e6e7cd-2d91-4931-a9b3-37ed9fb4c97d,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
e159ca48-7ba2-4ac5-8a2e-8ff0673779de,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
e1d7c6d8-f04e-45e3-960a-4bce64ec8f56,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
e51a9b75-b511-417c-9841-544919dc63fe,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
e795bad9-30c6-4c25-bb32-1199ff45ca4a,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
e7e88a07-b1e0-48d0-bb3d-735e5088c804,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
e88d8510-708b-4b79-a876-3f0d72959a0e,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
e8a54ce0-0245-4f7e-8f66-f3a2aeb53629,No Lidar rows,OUT_OF_SCOPE_not_downloaded,chunk 3135 not in selected_chunks
f0159e0f-74cb-4fe0-9618-f7dd10ca3de9,Only 0 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 0 radars (radar_config)
f1559b90-8122-4f0b-bdae-8a2fbf6dc80f,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
f160d162-7f67-4cfe-adba-367ed3daff3f,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
f20280f5-39e1-4418-8aa4-fe0f62fc3db2,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
f2f47eec-1c82-4714-a4e0-a6c95044bca2,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 8 radars (radar_config)
f3161361-329a-4307-8d00-c2af714f4b91,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
f46e917a-1123-432b-ad37-137aba5f0c45,No Lidar rows,OUT_OF_SCOPE_not_downloaded,chunk 3143 not in selected_chunks
f50d1d86-1c1f-46ae-b968-9740a0488004,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
f54dc4c3-d4a8-4271-8968-25897ec5f29b,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
f6f0c474-5ec2-4fea-8c1d-424788161690,Only 8 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
f761919f-f964-4a8d-8e00-d1fd8110a5b0,No Lidar rows,ORPHAN_not_in_nvidia_index,clip absent from clip_index/feature_presence (stray local camera extraction)
f81936d2-c6b6-4aef-a791-a6b420ac6c6d,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
f903e0d1-9b00-4400-99bd-e9bdcb7bf4cb,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
f985e2ca-59ed-4616-b3ca-47b1a79cde92,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
fa0ea954-784c-4d35-adc7-9c78f2c2fa26,No Lidar rows,FALSE_POSITIVE_bronze_bug,lidar present & non-empty locally; flagged due to Bronze no-clip_id bug
fb443cf7-4acd-41b8-ba04-4ade9ec7d6cd,No Lidar rows,OUT_OF_SCOPE_not_downloaded,chunk 3135 not in selected_chunks
fc4be7f8-6ae0-4de9-9ef7-f7c85be210bb,Only 9 radar sensors (< 10),BY_DESIGN_radar_config,NVIDIA expects 9 radars (radar_config)
